"113年11月14日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
="00670L","富邦NASDAQ正2","887,378","494","120,227,009","135.75","135.75","135.15","135.25","-","0.20","135.25","83","135.30","1","0.00",
="00671R","富邦NASDAQ反1","3,448,000","186","12,132,400","3.52","3.53","3.51","3.53","+","0.01","3.52","76","3.53","4,715","0.00",
="00673R","期元大S&P原油反1","9,364,702","481","71,814,627","7.64","7.70","7.64","7.70","+","0.05","7.69","167","7.70","4,202","0.00",
="00674R","期元大S&P黃金反1","1,856,007","341","18,297,671","9.83","9.88","9.83","9.87","+","0.18","9.87","31","9.88","5","0.00",
="00675L","富邦臺灣加權正2","7,259,398","7,351","682,651,620","95.35","95.40","92.95","93.80","-","1.60","93.80","6","93.85","68","0.00",
="00676R","富邦臺灣加權反1","11,234,308","340","23,521,157","2.08","2.11","2.08","2.09","+","0.01","2.09","4,227","2.10","1,337","0.00",
="00678","群益那斯達克生技","461,588","77","13,979,678","30.27","30.30","30.24","30.25","-","0.15","30.24","50","30.28","25","0.00",
="00680L","元大美債20正2","92,528,123","10,178","729,351,217","7.88","7.91","7.86","7.90","-","0.20","7.89","1,030","7.90","3,723","0.00",
="00681R","元大美債20反1","34,000","16","716,580","21.11","21.11","21.05","21.06","+","0.28","21.05","3","21.07","502","0.00",
="00682U","期元大美元指數","147,666","14","3,199,841","21.65","21.70","21.65","21.70","+","0.16","21.70","35","21.71","10","0.00",
="00683L","期元大美元指正2","360,135","81","8,630,912","23.83","24.03","23.83","24.02","+","0.32","24.02","13","24.03","19","0.00",
="00684R","期元大美元指反1","94,153","36","1,406,376","15.00","15.00","14.91","14.91","-","0.11","14.90","5","14.91","20","0.00",
="00685L","群益臺灣加權正2","1,485,812","1,272","124,671,453","85.00","85.00","82.85","83.70","-","1.40","83.70","2","83.75","14","0.00",
="00686R","群益臺灣加權反1","736,700","61","1,674,857","2.26","2.29","2.26","2.28","+","0.02","2.27","1,041","2.28","1,041","0.00",
="00688L","國泰20年美債正2","49,339,879","5,157","386,348,459","7.83","7.86","7.81","7.84","-","0.20","7.83","4,360","7.84","645","0.00",
="00689R","國泰20年美債反1","243,050","15","5,304,751","21.83","21.85","21.80","21.84","+","0.31","21.81","100","21.84","353","0.00",
="00690","兆豐藍籌30","1,890,731","1,366","65,522,872","34.95","34.95","34.48","34.57","-","0.39","34.57","4","34.58","10","0.00",
="00692","富邦公司治理","4,660,921","3,546","208,553,868","44.97","45.00","44.53","44.82","-","0.36","44.81","1","44.82","42","0.00",
="00693U","期街口S&P黃豆","316,394","67","6,449,495","20.33","20.42","20.32","20.38","+","0.16","20.36","80","20.38","2","0.00",
="00700","富邦恒生國企","438,618","151","6,455,471","14.69","14.86","14.60","14.62","-","0.08","14.62","48","14.64","4","0.00",
="00701","國泰股利精選30","928,504","252","26,951,273","29.08","29.13","28.90","28.94","-","0.27","28.91","24","28.94","13","0.00",
="00702","國泰標普低波高息","13,196","50","340,250","25.79","25.79","25.77","25.79","-","0.03","25.76","11","25.82","10","0.00",
="00703","台新MSCI中國","401,035","123","6,851,271","16.80","17.21","16.80","16.97","-","0.03","16.96","34","17.01","2","0.00",
="00706L","期元大S&P日圓正2","18,445,888","2,124","108,126,237","5.88","5.89","5.84","5.85","-","0.10","5.85","1,733","5.86","2,803","0.00",
="00707R","期元大S&P日圓反1","1,000","1","30,240","30.24","30.24","30.24","30.24","X","0.00","30.17","21","30.28","24","0.00",
="00708L","期元大S&P黃金正2","3,167,171","1,084","120,502,444","38.24","38.30","37.85","37.88","-","1.44","37.87","8","37.88","1","0.00",
="00709","富邦歐洲","52,604","120","1,511,054","28.76","28.76","28.71","28.71","-","0.08","28.68","10","28.74","38","0.00",
="00710B","復華彭博非投等債","405,419","76","8,073,999","19.92","19.94","19.91","19.93","+","0.04","19.93","100","19.94","36","0.00",
="00711B","復華彭博新興債","135,869","88","2,237,697","16.43","16.48","16.43","16.48","-","0.02","16.46","1","16.47","1","0.00",
="00712","復華富時不動產","10,083,838","2,213","97,184,101","9.64","9.67","9.62","9.63","-","0.01","9.63","1,539","9.64","1,020","0.00",
="00713","元大台灣高息低波","18,019,939","28,265","1,002,174,542","55.85","55.90","55.50","55.50","-","0.35","55.50","2,680","55.55","713","0.00",
="00714","群益道瓊美國地產","253,828","138","5,582,886","21.98","22.01","21.98","22.01","+","0.22","21.98","109","22.00","4","0.00",
="00715L","期街口布蘭特正2","23,767,803","2,616","301,672,335","12.72","12.74","12.63","12.65","-","0.06","12.65","9","12.66","2,699","0.00",
="00717","富邦美國特別股","132,810","105","2,184,189","16.44","16.46","16.43","16.45","+","0.01","16.45","60","16.46","4","0.00",
="00728","第一金工業30","200,658","141","6,464,221","32.44","32.44","32.10","32.14","-","0.35","32.14","49","32.19","2","0.00",
="00730","富邦臺灣優質高息","302,791","461","6,580,319","21.90","21.90","21.65","21.67","-","0.23","21.67","1","21.68","1","0.00",
="00731","復華富時高息低波","3,244,860","2,764","232,919,872","72.40","72.40","71.40","71.60","-","0.75","71.55","43","71.60","95","0.00",
="00733","富邦臺灣中小","949,033","2,090","50,855,385","54.45","54.45","53.20","53.50","-","0.60","53.30","4","53.55","21","0.00",
="00735","國泰臺韓科技","238,521","201","7,738,279","32.65","32.65","32.29","32.36","-","0.29","32.29","11","32.36","1","0.00",
="00736","國泰新興市場","100,911","77","2,374,303","23.53","23.53","23.53","23.53","+","0.03","23.39","1","23.52","17","0.00",
="00737","國泰AI+Robo","86,857","106","2,884,190","32.35","33.33","32.35","33.31","-","0.04","33.28","102","33.29","1","0.00",
="00738U","期元大道瓊白銀","1,231,134","598","33,259,133","27.17","27.17","26.88","26.96","-","0.72","26.95","11","26.96","76","0.00",
="00739","元大MSCI A股","55,931","90","1,328,315","23.62","23.82","23.62","23.79","+","0.21","23.60","56","23.62","2","0.00",
="00752","中信中國50","4,524,356","748","93,672,501","20.71","20.91","20.58","20.60","-","0.08","20.60","8","20.61","50","0.00",
="00753L","中信中國50正2","42,957,762","5,164","381,429,237","8.81","9.05","8.75","8.79"," ","0.00","8.78","340","8.80","1,588","0.00",
="00757","統一FANG+","3,838,721","2,660","375,512,752","97.55","98.05","97.55","97.90","+","0.35","97.90","552","97.95","189","0.00",
="00762","元大全球AI","112,949","258","7,707,088","68.10","68.35","68.10","68.25","-","0.30","68.20","59","68.25","4","0.00",
="00763U","期街口道瓊銅","303,019","192","7,490,775","24.89","24.90","24.56","24.60","-","0.61","24.59","6","24.60","2","0.00",
="00770","國泰北美科技","383,193","405","19,483,832","51.05","51.05","50.80","50.80","-","0.25","50.80","70","50.85","7","0.00",
="00771","元大US高息特別股","5,176","101","94,166","18.22","18.24","18.22","18.22"," ","0.00","18.18","1","18.22","1","0.00",
="00775B","新光投等債15+","23,813","104","816,737","34.28","34.37","34.28","34.37","-","0.30","34.37","23","34.40","38","0.00",
="00783","富邦中証500","140,847","103","3,009,750","21.60","21.60","21.17","21.17","-","0.17","21.17","26","21.23","3","0.00",
="00830","國泰費城半導體","9,885,611","3,915","455,183,447","46.16","46.16","45.93","46.10","-","0.63","46.10","355","46.11","1","0.00",
="00850","元大臺灣ESG永續","1,307,290","2,001","59,856,447","46.07","46.07","45.55","45.71","-","0.36","45.70","21","45.71","3","0.00",
="00851","台新全球AI","16,547","130","827,497","50.10","50.20","49.87","49.98","-","0.17","49.88","22","49.93","1","0.00",
="00852L","國泰美國道瓊正2","911,576","131","26,429,227","28.95","29.03","28.95","28.96","+","0.11","28.96","135","28.97","2","0.00",
="00861","元大全球未來通訊","90,008","91","3,767,705","41.97","41.97","41.80","41.86","-","0.19","41.85","1","41.86","5","0.00",
="00865B","國泰US短期公債","192,955","122","8,990,626","46.60","46.62","46.59","46.61","+","0.25","46.45","61","46.55","2","0.00",
="00875","國泰網路資安","63,935","106","2,331,546","36.32","36.50","36.32","36.44","+","0.12","36.44","49","36.46","1","0.00",
="00876","元大全球5G","225,246","139","8,410,346","37.67","37.67","37.26","37.26","-","0.54","37.22","3","37.26","27","0.00",
="00878","國泰永續高股息","298,445,099","130,455","6,804,975,679","22.95","22.95","22.72","22.74","-","0.18","22.74","2,544","22.75","1,162","0.00",
="00881","國泰台灣5G+","10,778,570","5,990","263,634,968","24.70","24.70","24.33","24.40","-","0.32","24.39","234","24.40","28","0.00",
="00882","中信中國高股息","15,510,906","3,586","197,528,095","12.76","12.85","12.65","12.67","-","0.05","12.67","528","12.68","635","0.00",
="00885","富邦越南","3,838,990","735","44,868,062","11.65","11.73","11.64","11.68","+","0.03","11.68","135","11.69","61","0.00",
="00891","中信關鍵半導體","18,383,185","6,619","329,299,836","18.06","18.06","17.82","17.87","-","0.23","17.86","72","17.87","100","0.00",
="00892","富邦台灣半導體","1,858,152","1,364","31,914,881","17.31","17.31","17.09","17.14","-","0.19","17.14","64","17.15","35","0.00",
="00893","國泰智能電動車","2,309,354","805","57,280,508","24.77","24.85","24.73","24.79","+","0.03","24.79","76","24.80","6","0.00",
="00894","中信小資高價30","1,853,071","716","39,212,074","21.32","21.32","21.03","21.10","-","0.16","21.10","13","21.13","36","0.00",
="00895","富邦未來車","2,271,766","932","71,297,719","31.48","31.48","31.33","31.43","-","0.07","31.43","29","31.44","51","0.00",
="00896","中信綠能及電動車","489,438","357","8,714,318","17.97","17.97","17.68","17.73","-","0.24","17.72","403","17.73","2","0.00",
="00897","富邦基因免疫生技","825,387","140","6,913,776","8.46","8.46","8.37","8.37","-","0.09","8.37","200","8.38","16","0.00",
="00898","國泰基因免疫革命","425,583","106","3,151,771","7.40","7.41","7.40","7.41","+","0.01","7.41","87","7.42","57","0.00",
="00899","FT潔淨能源","133,023","128","1,900,180","14.32","14.33","14.23","14.23","-","0.08","14.23","8","14.25","15","0.00",
="00900","富邦特選高股息30","7,198,498","3,570","103,285,197","14.45","14.45","14.30","14.30","-","0.15","14.30","573","14.31","148","0.00",
="00901","永豐智能車供應鏈","887,812","487","19,007,621","21.59","21.59","21.28","21.30","-","0.29","21.30","177","21.37","11","0.00",
="00902","中信電池及儲能","3,243,481","566","34,855,132","10.70","10.82","10.65","10.65","+","0.06","10.64","105","10.65","38","0.00",
="00903","富邦元宇宙","653,675","171","9,731,903","14.90","14.92","14.88","14.88","-","0.08","14.88","134","14.89","6","0.00",
="00904","新光臺灣半導體30","753,071","404","13,202,672","17.67","17.68","17.45","17.50","-","0.23","17.50","3","17.51","14","0.00",
="00905","FT臺灣Smart","9,311,930","4,504","126,892,414","13.73","13.74","13.57","13.61","-","0.14","13.61","23","13.62","125","0.00",
="00907","永豐優息存股","1,471,866","722","23,165,126","15.74","15.82","15.68","15.70","-","0.04","15.69","29","15.70","69","0.00",
="00908","富邦入息REITs+","463,177","94","5,904,719","12.80","12.80","12.73","12.74","-","0.11","12.73","5","12.74","138","0.00",
="00909","國泰數位支付服務","3,515,522","2,067","118,190,036","33.87","33.87","33.50","33.55","-","0.61","33.55","5","33.56","3","0.00",
="00910","第一金太空衛星","370,553","126","9,797,781","26.50","26.50","26.38","26.43","+","0.05","26.42","87","26.43","10","0.00",
="00911","兆豐洲際半導體","341,236","329","8,812,471","25.99","25.99","25.79","25.81","-","0.43","25.81","6","25.83","55","0.00",
="00912","中信臺灣智慧50","1,254,742","882","23,738,358","19.03","19.03","18.84","18.90","-","0.14","18.90","4","18.91","20","0.00",
="00913","兆豐台灣晶圓製造","384,945","653","7,743,012","20.33","20.33","20.02","20.07","-","0.26","20.06","5","20.07","148","0.00",
="00915","凱基優選高股息30","26,191,895","23,245","677,937,673","26.07","26.07","25.80","25.80","-","0.24","25.80","2,343","25.81","380","0.00",
="00916","國泰全球品牌50","355,950","431","8,723,453","24.35","24.57","24.35","24.54","+","0.18","24.53","4","24.54","5","0.00",
="00917","中信特選金融","197,052","171","4,653,150","23.59","23.64","23.59","23.61","+","0.06","23.60","107","23.61","1","0.00",
="00918","大華優利高填息30","12,440,059","3,798","302,576,466","24.39","24.42","24.23","24.27","-","0.12","24.26","121","24.27","8","0.00",
="00919","群益台灣精選高息","63,484,605","36,910","1,467,251,593","23.20","23.21","23.07","23.07","-","0.09","23.06","1,641","23.07","49","0.00",
="00920","富邦ESG綠色電力","117,911","90","1,563,165","13.26","13.26","13.25","13.25"," ","0.00","13.24","1","13.25","110","0.00",
="00921","兆豐龍頭等權重","1,811,950","1,220","32,309,720","17.93","17.93","17.78","17.79","-","0.14","17.79","25","17.80","3","0.00",
="00922","國泰台灣領袖50","18,456,987","8,689","394,146,037","21.52","21.52","21.23","21.34","-","0.18","21.33","74","21.34","125","0.00",
="00923","群益台ESG低碳50","4,920,254","3,030","105,056,493","21.45","21.47","21.25","21.31","-","0.21","21.31","70","21.33","6","0.00",
="00924","復華S&P500成長","2,844,681","922","70,812,135","24.80","24.94","24.80","24.88","+","0.09","24.87","285","24.88","286","0.00",
="00925","新光標普電動車","1,455,805","77","25,803,527","17.56","17.88","17.56","17.75","+","0.40","17.70","2","17.80","191","0.00",
="00926","凱基全球菁英55","963,519","179","22,626,822","23.50","23.51","23.47","23.47"," ","0.00","23.46","444","23.47","146","0.00",
="00927","群益半導體收益","10,361,709","7,834","185,286,672","18.03","18.03","17.80","17.81","-","0.27","17.80","543","17.81","88","0.00",
="00929","復華台灣科技優息","141,726,021","50,677","2,573,932,035","18.28","18.29","18.07","18.07","-","0.21","18.07","829","18.08","887","0.00",
="00930","永豐ESG低碳高息","12,638,989","5,898","233,115,211","18.59","18.60","18.37","18.37","-","0.22","18.37","187","18.38","408","0.00",
="00932","兆豐永續高息等權","17,480,401","6,529","283,763,640","16.44","16.44","16.15","16.20","-","0.20","16.19","25","16.20","208","0.00",
="00934","中信成長高股息","7,868,331","3,966","144,706,833","18.52","18.52","18.31","18.34","-","0.19","18.34","2","18.35","9","0.00",
="00935","野村臺灣新科技50","7,123,098","2,749","155,192,517","21.98","21.99","21.69","21.77","-","0.25","21.76","52","21.77","127","0.00",
="00936","台新永續高息中小","6,529,115","2,182","102,706,957","15.79","15.81","15.67","15.67","-","0.11","15.67","449","15.68","3","0.00",
="00938","凱基優選30","6,925,437","1,144","101,526,457","14.75","14.75","14.55","14.61","-","0.12","14.61","7","14.62","18","0.00",
="00939","統一台灣高息動能","8,884,733","2,139","126,970,803","14.37","14.37","14.25","14.26","-","0.13","14.26","295","14.27","500","0.00",
="00940","元大台灣價值高息","43,172,658","12,222","407,774,516","9.47","9.50","9.42","9.42","-","0.07","9.42","2,011","9.43","187","0.00",
="00941","中信上游半導體","6,732,380","2,251","91,905,089","13.70","13.70","13.62","13.62","-","0.14","13.62","209","13.63","34","0.00",
="00943","兆豐電子高息等權","18,832,937","4,619","281,112,196","15.03","15.07","14.88","14.91","-","0.11","14.91","208","14.93","353","0.00",
="00944","野村趨勢動能高息","1,901,568","962","27,538,353","14.57","14.57","14.44","14.44","-","0.13","14.44","413","14.45","65","0.00",
="00945B","凱基美國非投等債","15,659,481","1,744","241,509,352","15.37","15.44","15.37","15.43","+","0.06","15.43","945","15.44","2,028","0.00",
="00946","群益科技高息成長","14,667,626","6,077","134,531,996","9.24","9.24","9.14","9.15","-","0.09","9.14","1,102","9.15","73","0.00",
="00947","台新臺灣IC設計","3,397,703","1,195","46,004,950","13.71","13.75","13.46","13.46","-","0.25","13.46","5","13.47","9","0.00",
="00949","復華日本龍頭","1,982,876","336","29,486,551","14.80","14.93","14.80","14.82","+","0.12","14.82","165","14.83","47","0.00",
="00951","台新日本半導體","8,961,730","2,161","73,553,886","8.30","8.31","8.14","8.14","-","0.26","8.14","12","8.15","377","0.00",
="00952","凱基台灣AI50","6,471,828","1,346","63,243,969","9.87","9.89","9.72","9.74","-","0.13","9.74","243","9.75","73","0.00",
="00953B","群益優選非投等債","14,632,925","1,208","150,242,516","10.23","10.29","10.22","10.28","+","0.04","10.27","3,254","10.28","1,219","0.00",
="00954","中信日本半導體","3,986,534","861","34,505,312","8.76","8.76","8.57","8.58","-","0.29","8.57","92","8.58","166","0.00",
="00956","中信日經高股息","1,089,034","126","10,457,154","9.64","9.64","9.58","9.59","-","0.02","9.58","405","9.59","118","0.00",
="00960","野村全球航運龍頭","5,046,183","1,303","75,032,863","14.87","14.94","14.75","14.80","+","0.07","14.80","219","14.81","30","0.00",
